artist,song,text
Bee Gees,Children Of The World,"We are children of the world, watching every day go by  
Changes my life, changes your life, keeps us all anticipating  
We are searchers of the truth, every man's a boy deep down  
Gotta say it how you mean it, there ain't no easy way  
  
Like a bird in the wind, like a tree in the storm  
Like the breath of a child from the moment he's born  
To the very last day when the curtains are drawn  
We are children of the world, asking every question why  
From arrival to survival, just to make it worth the waiting  
We are faces in the night, watching every day go by  
Changes my life, changes your life, there ain t no easy way  
  
In the back of your mind there is always a mark  
There's a wandering solo alone in the dark  
You can keep it forever or tear it apart  
  
We are children of the world, watching every day go by  
Changing my life, changing your life, keeps us all anticipating  
  
We are children of the world, watching every day go by  
Like a bird in the wind, like a tree in the storm  
Like the breath of a child from the moment he's born  
Till the very last day when the curtains are drawn  
We are children of the world, watching every day go by  
Changes my life, changes your life, keeps us all anticipating  
  
We are children of the world, watching every day go by  
Changes my life, changes your life, keeps us all anticipating

"
Bee Gees,Claustrophobia,"I'd like to be the one to see your loving mind at the start  
But I get claustrophobia 'cause there's too many boys in your heart  
I'd like to know how far you'd go to use those lips of wine  
But I get claustrophobia 'cause there's too many boys on your mind  
  
Oh, one, two, three and now there's me  
You practice to deceive  
You lead me on, another one  
I've got no room to breathe  
  
So bye bye you who can't be true, I'm leaving you behind  
Cause I get claustrophobia 'cause there's too many boys on your mind  
  
I get claustrophobia 'cause there's too many boys on your mind  
  
Oh, one, two, three and now there's me  
You practice to deceive  
You lead me on , another one  
I've got no room to breathe  
  
So bye bye you who can't be true , I'm leaving you behind  
Cause I get claustrophobia 'cause there's too many boys on your mind  
Too many boys on your mind  
Too many boys on your mind

"
Bee Gees,Close Another Door,"Many years have passed, it seems,  
And I am all alone.  
I've sent the children far away  
To some obscure unknown.  
  
[Chorus: x2]  
It's so sad,  
So sad.  
Close another door.  
Listen to my eyes.  
Close another door.  
You're much too old to work,  
So won't you run away?  
  
When I was young, I used to say  
That age won't bother me.  
The life I had was very sad,  
It all went out to sea  
  
[Chorus]  
  
And though the sun is in outside,  
The rain is in my hair.  
Now my life is lived inside,  
(Now all my life is mystified)  
My home is in my chair.  
  
[Chorus]  
  
Let me go.  
Send me flowers and  
Put me on a plane.  
I've paid before,  
  
So I've been told  
At least I'm alive  
  
I may be old but I've been told at least I'm still alive  
Fly me young, fly, and tomorrow, yeah  
Get me up  
I been working so, so very hard

"
Bee Gees,Come Home Johnny Bridie,"I'm full of pride and my heart feels good  
Got news from my family up in the woods  
At last I can go back where I belong  
Sweated it all out for nine long years  
  
Couldn't believe the voice in my ears  
When the man saying ""no hiding ,son""  
So I left the only folks I had known  
I was fifteen then, hardly grown  
  
When they found me in the swamp face down in the mud  
Couldn't get back and I couldn't go far  
Said to myself stay right where you are  
Done found yourself a ma and pa  
  
[Chorus:]  
Everybody said the kid's no good  
Come home johnny bride come home  
Johnny bride come home  
We're all wrong without you  
How did we ever doubt you  
He confessed to the killing  
It's his role we had you filling  
We didn't really mean to make you sad  
But when you ran you made us think that you were twice as bad  
  
I left the only folks I had known  
I was fifteen then , hardly grown  
When they found me in the swamp face down in the mud  
  
Couldn't get back and I couldn't go far  
Said to myself stay right where you are  
Done found yourself a ma and pa  
  
[Chorus]  
  
But when you ran you made us think that you were twice as bad [Repeats]

"
Bee Gees,Country Lanes,"So warm is my morning sun, red is my rainbow  
Soft is the cool summer breeze when I saw your face  
I saw the light in your eyes so dark and demanding  
Like a light in the storm  
  
Whenever I cry my friend  
You're always away and so I pretend  
If I could live the dreams that I see  
Long live my love  
  
Walking in country (country) lanes (country lanes)  
I'll never belong to someone again  
Living my whole life through  
Long live my love for you  
  
My life has meaning now, I am a window  
And all things seem clear to me now  
Like a light in the storm  
  
Whenever I cry my friend  
You're always away and so I pretend  
If I could live the dreams that I see  
Long live my love  
  
Walking in country (country) lanes (country lanes)  
I'll never belong to someone again  
Living my whole life through  
Long live my love  
  
Walking in country (country) lanes (country lanes)  
I'll never belong to someone again  
Living my whole life through  
Long live my love for you

"
Bee Gees,Country Woman,"Country women now, what you gonna do with your life  
Country women now, why don't you get out of this life  
Leave my life alone  
The first time I met you I knew you were the devil's daughter  
You came on like a river, doin' all the things you oughta  
You're a self made women, baby, not a made-to-order  
If you had your way , I know you'd make me stay  
And that would only bring me down  
Country women now, what you gonna do with your life  
Country women now, why don't you get out of this life  
Leave my life alone  
  
Country women , country women, country women  
Country women, country women, ahh  
Country women now, what you gonna do with your life  
Country women now, why don't you get out of this life  
Leave my life alone  
Leave my life alone  
Country women now, country women now, country women now,  
Country women now, country women now, country women now

"
Bee Gees,Craise Finton Kirk Royal Academy Of Arts,"He smiled and rubbed the stubble on his chin  
He sure shall find the weariness and dreariness of life that's growing thin  
Yet, he didn't have so very far to go  
With a pencil in his hand he will travel on as planned  
With a mere step in the mountain to a light  
  
Craise Finton Kirk, see him go, on his way  
Oh, they don't know where he is  
Very very nice, very very nice  
  
Even in the morning when he slept  
Something odd is missing  
There's nothing very much to talk about  
And nothing very much to see  
  
Craise Finton Kirk, see him go, on his way  
Oh, they don't know where he is  
Very very nice, very very nice  
  
Talks about the place he'd like to go  
And you never see the worrying and hurrying that makes a person slow  
Yet, you wouldn't think he'd be so hard to find  
Yet, he looks so very busy but there's nothing on his mind  
And his wavy hair continues not to grow  
  
Craise Finton Kirk, see him go, on his way  
Oh, they don't know where he is  
Very very nice, very very nice  
  
Craise Finton Kirk, see him go, on his way  
Oh, they don't know where he is  
Very very nice, very very nice

"
Bee Gees,Cucumber Castle,"There were the trees, see the grass, a thing gets inspired.  
Said ""This is the place I will try,"" and he did.  
Stood in the dark, sat a man who beckoned him in,  
But leaving his grass was a sin, but he did.  
  
Cucumber Castle be ever so humble it's home.  
He saw the light in the cellar reflect in his eyes,  
Yet early that morning was he to receive a surprise.  
Cucumber Castle be ever so humble it's home.  
Cucumber Castle be ever so humble it's home.  
  
Said 'Are you leaving or are you receiving my friend,  
Doesn't need any money till then"" and he did .  
He said ""I'm the owner,not you, and this is my stead,  
So give it to me now I'm dead, and he did , said:  
  
Cucumber Castle be ever so humble it's home.  
Cucumber Castle be ever so humble it's home.

"
Bee Gees,Daytime Girl,"There she goes my daytime girl.  
Spreading her wings like a high flying eagle.  
All the people will stare as she falls to the ground.  
  
Heaven knows my daytime girl.  
Never been kissed she don't know what she's missing.  
All the kisses there are to be found.  
All the wisdom of people she used.  
She took advantage of this.  
Taking time to remember the past.  
Remembering all she has missed.  
  
What a dream this place has been.  
Said when she left ""I believed when I saw him.  
All the seeing believing come true"".  
All the wisdom of people she used.  
She took advantage of this.  
Taking time to remember the past.  
Remembering all she has missed.  
  
There she goes my daytime girl.  
Spreading her wings like a high flying eagle.  
All the people will stare as she falls to the ground.  
Me how to get over you.

"
Bee Gees,Dearest,"I hear you calling me 'dearest' too.  
My dearest,  
I'm nearest than I've ever been before  
To have you calling me 'dearest' once more.  
  
My dearest, this picture,  
My own memory,  
Wishing this picture be reality.  
  
Where do I go from here?  
The lord took you away.  
And if you could see me today.  
I will remember you.  
I will remember you.  
  
My dearest, sincerest,  
There's no one but you and  
Here in my heart  
You're my dearest too.  
  
Where do I go from here?  
The lord took you away.  
And if you could see me today,  
I will remember you.  
I will remember you.  
  
My dearest, sincerest,  
There's no one but you and  
Here in my heart  
You're my dearest too.

"
Bee Gees,"December '63, Oh What A Night","Oh what a night!  
Late December back in sixty-three.  
What a very special time for me.  
I'll remember what a night.  
  
Oh what a night!  
No I didn't even know her name,  
But I'm never gonna be the same.  
What a lady, what a night!  
  
Oh I, I had a funny feeling when she walked into the room.  
And I, as I recall it ended much too soon.  
Oh what a night!  
  
Hypnotized and mesmorizing me.  
She was everything I dreamed she'd be.  
Sweet surender, what a night!  
  
I felt the rush at the rolling balls of thunder.  
Spinning my head around and taking my body under,  
Oh what a night!  
  
Why'd it take so long to see the light.  
Seemed so wrong, but now it seemed so right.  
What a lady, what a night!

"
Bee Gees,Deja Vu,"This is my dedication  
This is my dedication  
  
I'm not a saint but stand accused  
You're with someone who thinks love's the same as being used  
Now suspicious minds may say, it's over, over  
Whether I live or die, you are my savior, you're my savior  
  
It's my deja vu, sweet deja vu  
Through the feast or famine I'll be with you  
Sheltering arms, reach out to you  
  
This is my dedication  
This is my dedication  
This is my dedication  
This is my dedication  
  
The silent nights, I cry your name  
You're with someone who says, they can get you through your pain  
These golden years keep on returning, it's hurting  
Precious and few, you're my savior, you're my savior  
  
It's my deja vu, sweet deja vu  
Through the feast or famine I'll be with you  
Sheltering arms reach out to you  
  
This is my dedication  
This is my dedication  
This is my dedication  
  
La, la, la, la, la, la  
La, la, la, la, la, la  
La, la, la, la, la, la  
Cherish what they've lost  
  
La, la, la, la, la, la  
La, la, la, la, la, la  
La, la, la, la, la, la  
When often it's too late  
  
La, la, la, la, la, la  
La, la, la, la, la, la  
La, la, la, la, la, la  
  
It's my deja vu  
(My deja vu)  
Sweet deja vu  
(Keep coming through)  
Through the feast or famine, I'll be with you  
(All that is true)  
Sheltering arms, reach out to you  
(Ooh)  
  
Oh, baby  
This is my dedication  
This is my dedication  
This is my dedication  
This is my dedication

"
Bee Gees,Desire,"We may be big or small or black or white, eternally  
And black and white is you and me (in a special light).  
We may be young or old or in between, but this much I know  
Together we can learn to grow.  
  
In a world that's ever turning it's back on you  
If you give it all away  
Make it mine.  
  
You are desire  
Everything you need, I give you right or wrong  
And you are the woman that I base my whole existence on  
And when I get to you my desire is glowing in your light  
  
These are the golden years we get to live, we lead the way  
tomorrow we can start today (in a special light).  
Love could be good or bad or in between, but this much I know  
Baby, you and I can learn  
  
In a world that's rearranging it's reality  
If you give it all away  
Make it mine.  
  
You are desire  
Everything you need, I give you right or wrong  
And you are the woman that I base my whole existence on  
And when I get to you my desire is glowing in your light  
  
And it's nice to light a fire when it's cold outside  
If you give it all away  
Make it mine.  
  
You are desire  
Everything you need, I give you right or wrong  
And you are the woman that I base my whole existence on  
And when I get to you my desire is glowing in your light  
  
You are desire  
Everything you need, I give you right or wrong  
And you are the woman that I base my whole existence on  
And when I get to you my desire is glowing in your light

"
Bee Gees,Dimensions,"Hindsight, don't make it right  
She give me trouble enough  
And she's a ball of light  
I'm in the tunnel of love  
With the American dream  
And I was born too soon  
A little good luck, never stuck  
She got me climbing the walls  
Got me hard as a rock  
Within a city of sin, she got a city block  
And she was barkin' at the moon  
  
She likes to show  
So many sides to her  
And I'd be the one to know  
  
[Chorus:]  
When am I gonna go to your dimension  
When am I gonna go to where you are  
When am I gonna go to your dimension  
Dimensions of each other keep us goin' strong  
  
Black knight, take a bite  
She can double it up  
And she's a way of life  
And whether dead or alive  
She got a fix on me  
And I was dancin' in the fire  
White steam, never seen  
In every muscle and bone  
She was a love machine  
And she could wrestle me down  
And get a taste of me  
In her web of desire  
  
She changed my world  
How can the body know  
It's touchin' me or her  
  
[Chorus]

"
Bee Gees,Dogs,"1974  
I was hungry and I was cold , had a father far too old  
Couldn't make it to the place he'd like to be  
In a tree trunk in the park , he was living in the dark  
Keeping other dogs like him for company  
  
In the evening I'd go down to a nightclub in the town  
Try to get some bread to make another way  
Back to the park I'd go , dig him out of the snow  
You know he's lived a thousand years day to day  
  
Well , the days get shorter and the nights get longer  
And you never learn to know  
If you love one another , could you look at each other  
Could it ever really show  
And at this moment in time you couldn't make up your mind  
Now could you ever understand  
Are you following me just like Moses to the sea  
Do you think I'll give you freedom in the end  
When I'm long dead and gone will your love for me go on  
Will I be the one you run to in the end  
And all my dogs need a friend  
  
It was a quarter to three in the summer of '73  
When I heard somebody call outside my door  
Said ""Are you friend or are you foe""  
He looked up and he said ""no, but I'd like to come inside and know you more""  
  
Well the days get shorter and the nights get longer  
And you never learn to know  
If you love one another , could you look at each other  
Could it ever really show  
And at this moment in time you couldn't make up your mind  
Now could you ever understand  
Are you following me just like Moses to the sea  
Do you think I'll give you freedom in the end  
When I'm long dead and gone will your love for me go on  
Will I be the one you run to in the end  
And all my dogs need a friend  
  
Need a friend  
Need a friend

"
Bee Gees,Don't Forget To Remember,"Oh my heart won't believe that you have left me  
I keep telling my self that it's true  
I can get over anything you want my love  
But I can't get myself over you  
  
Don't forget to remember me  
And the love that used to be  
I still remember you  
I love you  
In my heart lies a memory to tell the stars above  
Don't forget to remember me my love  
  
On my wall lies a photograph of you girl  
Though I try to forget you somehow  
You're the mirror of my soul so take me out of my hole  
Let me try to go on living right now  
  
Don't forget to remember me  
And the love that used to be  
I still remember you  
I love you  
In my heart lies a memory to tell the stars above  
Don't forget to remember me my love

"
Bee Gees,Don't Throw It All Away,"Maybe I don't wanna know the reason why  
But lately you don't talk to me  
Darling I can't see me in your eyes  
I hold you near but you're so far away  
And it's losing you I can't believe  
To watch you leave and let this feeling die  
You alone are the living thing that keeps me alive  
And tomorrow if I'm here without your love  
You know I can't survive  
Only my love can raise you high above it all  
  
Don't throw it all away, our love, our love  
Don't throw it all away, our love  
Don't throw it all away, our love, our love  
Don't throw it all away, our love  
  
(break)  
  
We can take the darkness and make if full of light  
But let your love flow back to me  
How can you leave and let this feeling die  
This happy room will be a lonely place when you are gone  
And I won't even have your shoulders for the crying on  
No other women's love could be as true, I'm begging you  
  
Don't throw it all away, our love, our love  
Don't throw it all away, our love  
Don't throw it all away, our love, our love  
Don't throw it all away, our love  
  
We changed the world we made it ours to hold  
But dreams are made for those who really try  
This losing you is real  
But I still feel you here inside  
  
Don't throw it all away, our love, our love  
Don't throw it all away, our love  
Don't throw it all away, our love, our love  
Don't throw it all away, our love  
  
(repeat last verse at least twice more and fade out)

"
Bee Gees,Don't Wanna Live Inside Myself,"I am the searcher of my fortunes  
I've got my right hand on the wheel  
We've got to dig for buried treasures  
I know exactly how i feel  
  
I went walkin'through a grave-yard  
Where the darkness is my friend  
I heard all about the beginning  
I want to see just where it ends  
  
I have fed the jaded tiger  
And every tiger knows my name  
But just as long as long as i can see my face  
I can tell myself my name  
  
Don't want to live inside myself  
I'm much better of alone  
But then you must believe in the fallin'rain  
In the morning  
  
Bury me down by the river  
Saved by the bell  
Man for all seasons

"
Bee Gees,Down The Road,"1974  
I don't need anybody . I don't need anyone.  
Take it nice and easy mama , chicken on the run and I don't care.  
I'd show my body anywhere.  
Ain't no big city winner's gonna pass my buck anywhere.  
Ain't no four leaf clover's gonna settle my luck and I don't care.  
  
Go down to the courthouse and I've been on display.  
Don't you think that I don't know  
it ain't been a perfect day , but I don't care.  
I'd sell my body anywhere.  
In the name of creation , I can't find an explanation anywhere.  
Ain't no easy rider gonna settle my luck and I don't care  
  
Down , down the road , up the road  
Down , down the road , up the road  
  
Been rejuvenated to the highest degree.  
Ain't no words describing what this feeling's done to me and I don't care.  
I'd show my feelings anywhere.  
Ain't no heavy Mister Leather's gonna paddle my butt anywhere  
Ain't no four leaf clover's gonna settle my luck and I don't care.  
  
Down , down the road , up the road  
Down , down the road , up the road  
  
Down, down the road , up the road (sing 5 times)

"
Bee Gees,Down To Earth,"Hello there, Is there any air? Can you slow me down?  
Can you believe that what you see could never ever be so real somehow.  
Down to earth, my merry men.  
  
There's some help needed here and you're there.  
You can see if you stand on your chair.  
That there's millions and millions and  
Millions and millions of people like  
  
Hello there, Do you really care? Have you time to learn?  
Could you believe that what you read  
One thousand pages couldn't tell you why.  
Down to earth, my merry men.  
  
There's some help needed here and you're there.  
You can see if you stand on your chair.  
That there's millions and millions and  
Millions and millions of people like you  
  
That there's millions and millions and  
Millions and millions of people like you.

"
Bee Gees,Edison,"He made electric lights to read.  
He gave us light today.  
He gave us cylinders to please.  
When Edison came to stay. Edison came to stay.  
  
Edison set the world on fire.  
He really made the day.  
Station to station, many wires.  
Edison came to stay.  
Edison came to stay.  
  
Oh, how, look at us now.  
We've still got a lot to learn.  
But it's someone else's turn.  
Edison's here to stay.  
Edison's here to stay.  
  
All of the world can taste his glory.  
All of the people say.  
You be the man to write his story.  
Edison's here to stay.  
Edison's here to stay.  
  
Oh, how, look at us now.  
We've still got a lot to learn.  
But it's someone else's turn.  
Edison's here to stay.  
Edison's here to stay.  
  
He made electric lights to read.  
He gave us light today.  
He gave us cylinders to please,  
when Edison came to stay.  
Edison came to stay.  
Edison came to stay.  
Edison came to stay.  
  
You be the man to write his story.  
Edison came to stay.  
Edison came to stay.  
All of his world can hear his story.  
Edison came to stay. [Repeats]

"
Bee Gees,Elisa,"Elisa  
Bee Gees  
  
All that I need is just a piece of paper  
Say a few lines, make up my mind  
so she can read it later, when I'm gone  
Elisa, goodbye , Elisa  
  
All that I need is just a quiet corner  
Bring to the light , things I must write  
Got to get it over with, choose  
Elisa , goodbye, Elisa  
  
The song that I sing  
The times I've tried to hide it  
I'm sorry to say, I'm going away  
That's what I've decided on  
I've tried  
Elisa , goodbye, Elisa  
  
Goodbye Elisa  
Elisa goodbye  
Elisa goodbye  
Elisa, Elisa  

"
Bee Gees,Every Christian Lion Hearted Man Will Show You,"Oh solo Dominique [Repeat: x4]  
  
Take this in hand  
Said he who stands  
Behind the chair  
A broken table there  
  
Every christian lion hearted man will show you  
Every christian lion hearted man will show you  
  
Oh solo Dominique [Repeat: x4]  
  
Don't walk so tall  
Before you crawl  
  
For every child  
Is thinking of something wild  
  
Every christian lion hearted man will show you  
Every christian lion hearted man will show you  
  
Oh solo Dominique [Repeat: x3]  
  
Every christian lion hearted man will show you  
Every christian lion hearted man will show you (will show you)  
  
Oh solo Dominique [Repeat: x3]

"
Bee Gees,Evolution,"There's a law in what we do  
We got a quest for something new  
Everything you witness seems to  
Let you down  
If someone gets you from behind  
I got an open mind  
And you've been thirsty for the friend you found  
  
Close your eyes and make a wish  
I don't wanna mess with mother nature  
Knowing that you're mine  
You said I could see  
You with another and we all get satisfied  
  
[Chorus:]  
It's a form of evolution  
It's a kind of movin' on  
An eternal source of pleasure  
In being the one  
When your love is for the giving  
It's a case of destiny  
You know we look for the same insane games  
Got to be commital to be a little deviation  
  
So I get all wound up inside  
I can see your scene unwind  
You dance together or you dance alone  
And leave the real world in the air  
Love it in leather I don't care  
Everything is legal in the danger zone  
  
Close your eyes and make a wish  
Later we could cater to the animal  
Knowing that you're mine  
It's straight in my face  
You and your lover and the brain is paralyzed  
  
It's a form of evolution  
It's a kind of movin' on  
It's a cycle of emotion  
In being the one  
In the storm of revolution  
What is done can be undone  
You know we look for the same insane games  
Got to be committal  
To the subtle variations  
  
It's a form of evolution  
It's a kind of movin' on  
It's a cycle of emotion  
In being the one  
If your love is for the givin'  
It's a case of destiny  
And you can find your source of pleasure  
In being with me  
  
[Chorus]

"
Bee Gees,Fallen Angel,"Fool in the night on the stair,  
With the light by the window.  
Out in the jungle of life she was  
Yearning to go.  
  
All of the years I've been there for the tears  
She will sell you.  
Out in the city she search for the face  
That she knew.  
  
Did you believe that a love so alive could be over?  
  
[Chorus:]  
Caroline,  
Fallen Angel.  
Caroline.  
Oh oh oh,  
Fallen Angel,  
I'm so lost,  
Tonight, lonely tonight.  
Lonely tonight.  
  
Fool is the father who clings to the  
Child he is losing.  
Mother too weary to question  
The wisdom of youth.  
  
There with your head in your handa  
As you pray to her picture.  
Out in the rain she would search  
For somebody to hold.  
  
Did you believe you could find  
What you need with a stranger?  
  
[Chorus]  
  
Did you believe that a love so alive could be over?  
  
[Chorus]  
  
Caroline,  
Fallen Angel

"
Bee Gees,Fight,"No matter how long it takes  
No mater how long  
No matter how long it takes  
Well never be alone  
Don't wanna make a wrong headline  
No matter how strong  
They'll be watching every move you make  
Don't let em know they can beat you  
  
Fortune favor the brave  
Learn how to use that muscle  
Take a little chance will get you  
Everything you see  
Living at the speed of light  
Gotta make your heart beat faster  
You gotta climb inside  
Set that spirit free  
  
Fight the good fight  
Fingers to the bone  
Gotta take a stand  
And save this land of liberty  
Stumble on the ground that shakes you  
Push it to the point that breaks you  
Little bit of fire it gives you  
Soul of a winner  
Help you bring them to their knees  
  
In the face of the foe  
Never let em drag you under  
Don't you wanna leave behind ya  
A legacy  
Catch another streak of lightning  
By the God of fire and thunder  
Battle in the name of the nation  
Making history  
  
Fight the good fight  
Fingers to the bone  
Gotta take a stand  
And save this land of liberty  
And brother when you're down to zero  
Everybody needs that hero  
Gotta be a star to follow  
All the way there  
And all the way home

"
Bee Gees,First Of May,"When I was small, and Christmas trees were tall,  
We used to love while others used to play.  
Don't ask me why, but time has passed us by,  
Some one else moved in from far away.  
  
[Chorus]  
Now we are tall, and Christmas trees are small,  
And you don't ask the time of day.  
But you and I, our love will never die,  
But guess we'll cry come first of May.  
  
The apple tree that grew for you and me,  
I watched the apples falling one by one.  
And I recall the moment of them all,  
The day I kissed your cheek and you were mine.  
  
[Chorus]  
  
When I was small, and Christmas trees were tall,  
Do do do do do do do do do,  
Don't ask me why, but time has passed us by,  
Some one else moved in from far away.

"
Bee Gees,Flesh And Blood,"I'm not that someone who's got what you want.  
I can do nothing but watch what you do.  
You just want someone to kiss you good night,  
But lips are never enough to get you through.  
You stole my nights and you got your way,  
Now you got me dying inside, oh baby.  
  
Ebony, don't walk out on me.  
Listen to what I say.  
Pick up the pieces of my life  
Into the night of day.  
  
How do you break this heart of steel.  
Nobody ever could.  
Open the pages of my life.  
I'm only flesh and blood.  
  
I'll be your saviour but baby I swear  
I'm not living my life over you.  
Some satisfaction you get if you dare  
But is it ever enough to get you through?  
You stole my mind and you watch me fall.  
Now you leave the scene of the crime, oh no.  
  
Ebony, don't walk out on me.  
I never thought you could.  
I'm only what you make of me.  
I'm only flesh and blood.  
I'm only flesh and blood.  
  
When you're gone,  
You'll be leaving behind  
A broken man with something to hide.  
Oh, lost in the night in a town without pity,  
You learn how to cry, you learn how to cry.  
  
Ebony, don't walk out on me.  
Listen to what I say (ooh),  
Pick up the pieces of my life into the night of day (ooh).  
How do you break this heart of steel?  
Nobody ever could (ooh).  
Open the pages of my life,  
I'm only flesh and blood (ooh).  
  
Gone are the days that came and went.  
Houses are made of wood (ooh).  
Live in a world of sand and stone.  
I'm only flesh and blood (ooh).  
  
Ebony, don't walk out on me.  
I never thought you could.  
I'm only what you make of me.  
I'm only flesh and blood.

"
Bee Gees,For Whom The Bell Tolls,"I stumble in the night  
Never really knew what it would've been like  
You're no longer there to break my fall  
The heartache over you  
I'd give it everything but I couldn't live through  
I never saw the signs  
You're the last to know when love is blind  
  
All the tears and the turbulent years  
When I would not wait for no-one  
Didn't stop and take a look at myself  
And see me losing you  
  
[Chorus:]  
When the lonely heart breaks  
It's the one that forsakes  
It's the dream that we stole  
And I'm missing you more  
Than the fire that will roar  
There's a hole in my soul  
For you it's goodbye  
For me it's to cry  
For whom the bell tolls  
  
Seen you in a magazine  
A picture at a party where you shouldn't have been  
Hanging on the arm of someone else  
I'm still in love with you  
Won't you come back to your little boy blue  
I've come to feel inside  
This precious love was never mine  
  
Now I know but a little too late  
That I could not live without you  
In the dark or the broad daylight  
I promise I'll be there  
  
[Chorus]  
  
Now I know there'll be times like this  
When I couldn't reach out to no-one  
Am I never gonna find someone  
Who knows me like you do  
Are you leaving me a helpless child  
When it took so long to save me  
Fight the devil and the deep blue sea  
I'll follow you anywhere  
I promise I'll be there  
  
[Chorus]

"
Bee Gees,Forever,"Hush my darling , sleep my lover  
There'll be rain till we run for cover  
Lost in love in a world of strangers  
Something only the lord arranges  
Oh my darling , now I found you  
Want to live all my life around you  
You're my light in a world of sorrow  
Scared of losing this dream tomorrow  
I just want to hold you forever , forever  
Loving one another that's how it should be  
Needing you beside me , together , no never  
Try to rediscover no other but me  
Oh my darling , if you leave me  
I lose the love that has always freed me  
Not knowing angel , what's coming after  
Never hearing you're golden laughter  
Oh my baby , hearts like thunder  
Can't escape from the spell I'm under  
I surrender to all your treasure  
Endless nights of pain and pleasure  
I just want to hold you , forever , forever  
Loving one another , that's how it should be  
Needing you beside me , together , no never  
Try to rediscover no other but me  
(break)  
I just want to hold you , forever , forever  
Loving one another , that's how it should be  
Needing you beside me , together , no never  
Try to rediscover no other but me  
(repeat last verse and fade out )  

"
Bee Gees,Gilbert Green,"On a hill, inside a house in Covewell Reach  
Stands a man who's feeling very tired  
Looking at a song he wrote some time ago  
Could have made it big inside a Broadway show  
  
Every day I go away and find ideas  
Think I'll climb on top of somewhere high  
Couldn't I write a song about a man who's dead?  
Didn't really know if he was off his head  
  
Ev'rybody knows, that's the way it goes  
Too bad for Gilbert Green  
We can tell the world that he was right  
  
Sitting in his attic on a sunny day  
Mending fifty goblets that are worn  
Humming to himself a song of yesteryear  
His hearing wasn't good but his eyes were clear  
  
Ev'rybody knows, that's the way it goes  
Too bad for Gilbert Green  
We can tell the world that he was right  
  
Now the house is burnt, along with Gilbert Green  
Sad to see his sisters stand and cry  
And in the basement lies a song that wasn't seen  
Tells the tale of laughing men and yellow beans  
  
Ev'rybody knows, that's the way it goes  
Too bad for Gilbert Green  
Now we can tell the world that he was right

"
Bee Gees,Give A Hand Take A Hand,"I wish the world was run by all the little children  
We could be happy once again  
We won't hurt when we're like little children  
And we won't ever feel the pain  
  
Now when my fight for life on earth is over  
And i leave 'cause i can't stay  
All my love belongs to you hereafter  
And we'll all join hand another day  
  
Ev'rybody's got to give a hand  
Ev'rybody's got to take a hand  
Ev'rybody's got t fall in love , yeah  
To make ev'rybody understand  
Ev'rybody's got to give , take a hand  
  
I love you , yes i do  
I told you a million times now  
Now do you believe the words i say  
All my life belongs to you hereafter  
And we'll all join hands another day  
  
Ev'rybody's got to give a hand  
Ev'rybody's got to take a hand  
Ev'rybody's got to fall in love , yeah  
To make ev'rybody understand  
Ev'rybody's got to give , take a hand  
  
Ev'rybody's got to give a hand  
Ev'rybody's got to take a hand  
Ev'rybody's got to fall in love , yeah  
To make ev'rybody understand  
Ev'rybody's got to give, take a hand

"
Bee Gees,Giving Up The Ghost,"One, two  
There's a young girl lost on the edge of town,  
Don't see no future, it's blind.  
Don't give up when you're upside down,  
You just keep it inside.  
  
You know we all cry when we're alone,  
Someone like you  
And the promise that we won't be.  
  
Giving up the ghost  
Giving up the ghost  
Never you and I  
Giving up the ghost.  
  
Giving up the ghost  
We can never stop  
Giving up the ghost.  
  
Don't be a hero in the name of love,  
Don't leave me waiting in line.  
No ties that bind, no ball and chain,  
The ghost is waiting outside.  
  
I'm searching so high,  
I'm searching low  
Someone like you.  
Baby, I'm not  
  
Giving up the ghost  
Giving up the ghost  
Never you and I  
Giving up the ghost.  
  
Giving up the ghost  
We can never stop  
Giving up the ghost.  
  
You know we all cry when we are alone,  
Someone like you, we know oh,  
I'm searching so high,  
I'm searching low,  
Someone like you,  
We know oh, oh, oh.  
  
Giving up the ghost  
Giving up the ghost  
Never you and I  
Giving up the ghost.  
Giving up the ghost

"
Bee Gees,Glasshouse,"Glass house, that once was mine , the sun will shine in on me  
You, change your mind, you weren't the kind to live on me  
I remember yesterday , turn my tears to laugher  
Then you left and like a stray, I came running after  
  
I remember you at night, palm trees softly swaying  
I remember all the words you were softly saying  
  
Glass house upon the hill so big and still, the shady lane  
It's ours , my love , until the day we say auf wiedersehen

"
Bee Gees,Gotta Get A Message To You,"The preacher talked with me and he smiled  
Said, Come and walk with me  
Come and walk one more mile  
Now for once in your life you're alone  
But you ain't got a dime  
There's no time for the phone  
  
I've just gotta get a message to you  
Hold on, hold on  
One more hour and my life will be through  
Hold on, hold on  
  
I told him I'm in no hurry  
But if I broke her heart  
Then won't you tell her I'm sorry  
And for once in my life I'm alone  
And I've gotta let her know  
Just in time before I go  
  
I've just gotta get a message to you  
Hold on, hold on  
One more hour and my life will be through  
Hold on, hold on  
  
Well I laughed but that didn't work  
And it's only her love  
That keeps me wearing this dirt  
Now I'm crying but deep down inside  
Well I did it to him  
Now it's my turn to die  
  
I've just gotta get a message to you  
Hold on, hold on  
One more hour and my life will be through  
Hold on, hold on  
  
I've just gotta get a message to you  
Hold on, hold on  
One more hour and my life will be through  
Hold on, hold on

"
